# Created by: riboviz
# Date: 2026-03-12 11:38:01.139461
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
Position	Mean	SD	End
1	1.96444790720541	0.0598258851566992	5'
2	3.4996708525336	0.0742219203879774	5'
3	1.73389885590007	0.046938511920138	5'
4	1.60959360703959	0.0480965693667869	5'
5	1.42047963868774	0.0428799986667444	5'
6	1.79764513736699	0.0487021590407226	5'
7	0.998797986784104	0.0378865399518361	5'
8	1.16230719874674	0.0388214854133509	5'
9	1.12087211579325	0.0350923279475364	5'
10	1.09643604123093	0.0394908213687535	5'
11	1.12405942986659	0.0373659453198563	5'
12	1.07731215679085	0.0354004349746265	5'
13	1.07943703283975	0.0350604548068029	5'
14	1.02355279275376	0.0335730415725749	5'
15	1.06775021457082	0.0350817035672919	5'
16	1.02928995808578	0.0359422783670953	5'
17	1.10281066937762	0.0370472139125218	5'
18	1.08899897505979	0.0369090969693435	5'
19	1.05478847067254	0.0338280266984426	5'
20	1.04968876815519	0.029790762205538	5'
21	1.10493554542652	0.0328187105752164	5'
22	1.09431116518203	0.0334561733898856	5'
23	1.12087211579325	0.0327974618147275	5'
24	1.17293157899123	0.0337536560367312	5'
25	1.13468381011108	0.0333605539676852	5'
26	1.25155199280042	0.0358254101844059	5'
27	1.23030323231145	0.0374615647420567	5'
28	1.25048955477597	0.03574041514245	5'
29	1.23774029848259	0.0345398601748231	5'
30	1.24305248860483	0.0338174023181981	5'
31	1.24411492662928	0.0336155390935529	5'
32	1.2643012490938	0.0347523477797129	5'
33	1.2664261251427	0.0354641812560934	5'
34	1.25155199280042	0.0336580366145308	5'
35	1.3014865799495	0.034996708525336	5'
36	1.27280075328939	0.0365478680410309	5'
37	1.27811294341163	0.0339555192613764	5'
38	1.26961343921605	0.0352410692709592	5'
39	1.29298707575391	0.0350498304265585	5'
40	1.28023781946053	0.0357085420017166	5'
41	1.24199005058038	0.0327974618147275	5'
42	1.29404951377836	0.0366541118434758	5'
43	1.17611889306457	0.0332011882640179	5'
44	1.23986517453149	0.0329462031381503	5'
45	1.26961343921605	0.0363778779571192	5'
46	1.22180372811586	0.032372486604948	5'
47	1.27492562933829	0.0393845775663086	5'
48	1.22180372811586	0.0360166490288067	5'
49	1.21011690984693	0.0326380961110602	5'
50	1.1941803394802	0.0334774221503746	5'
51	1.1920554634313	0.033488046530619	5'
52	1.24411492662928	0.0356022981992717	5'
53	1.21542909996917	0.0327549642937495	5'
54	1.27705050538719	0.0354960543968269	5'
55	1.19736765355354	0.032393735365437	5'
56	1.21755397601807	0.0333074320664628	5'
57	1.21330422392027	0.0323618622247036	5'
58	1.21649153799362	0.033551792812086	5'
59	1.23242810836035	0.0323406134642146	5'
60	1.21224178589582	0.0338174023181981	5'
61	1.24942711675152	0.0324787304073929	5'
62	1.2643012490938	0.0363247560558967	5'
63	1.22074129009141	0.0363885023373637	5'
64	1.16655695084453	0.03315869074304	5'
65	1.229240794287	0.0327018423925271	5'
66	1.23561542243369	0.0351560742290033	5'
67	1.26536368711825	0.0404682643512462	5'
68	1.17186914096678	0.032414984125926	5'
69	1.25155199280042	0.0350073329055805	5'
70	1.28342513353388	0.0392145874823969	5'
71	1.27173831526494	0.0347417233994684	5'
72	1.21117934787137	0.0332755589257293	5'
73	1.19843009157799	0.0333605539676852	5'
74	1.22392860416476	0.0334667977701301	5'
75	1.20374228170023	0.0338917729799095	5'
76	1.25898905897156	0.0345186114143342	5'
77	1.22605348021365	0.0361866391127184	5'
78	1.25261443082487	0.0351454498487588	5'
79	1.26748856316715	0.0378121692901247	5'
80	1.22074129009141	0.0349329622438691	5'
81	1.17080670294233	0.0328718324764389	5'
82	1.25898905897156	0.0340617630638213	5'
83	1.21011690984693	0.0333924271084187	5'
84	1.21967885206696	0.0358041614239169	5'
85	1.26536368711825	0.0362928829151633	5'
86	1.16549451282009	0.0313950436224554	5'
87	1.25898905897156	0.0347629721599573	5'
88	1.24836467872707	0.0363141316756523	5'
89	1.21011690984693	0.0350923279475364	5'
90	1.26217637304491	0.0355704250585383	5'
91	1.32910996858517	0.0390552217787296	5'
92	1.1941803394802	0.0344867382736007	5'
93	1.2271159182381	0.0344973626538452	5'
94	1.17186914096678	0.0335624171923304	5'
95	1.14530819035556	0.0337961535577091	5'
96	1.19524277750465	0.0344867382736007	5'
97	1.17186914096678	0.033179939503529	5'
98	1.17293157899123	0.0322874915629922	5'
99	1.14743306640446	0.0333286808269518	5'
100	1.15168281850225	0.0318837651137017	5'
101	1.2271159182381	0.0333393052071962	5'
102	1.20480471972468	0.0345929820760456	5'
103	1.24199005058038	0.0352835667919371	5'
104	1.12724674393994	0.032744339913505	5'
105	1.13893356220887	0.0319050138741907	5'
106	1.14424575233111	0.0317668969310124	5'
107	1.1899305873824	0.0346142308365345	5'
108	1.18249352121126	0.0353154399326706	5'
109	1.24730224070263	0.0353048155524261	5'
110	1.24199005058038	0.0351454498487588	5'
111	1.1941803394802	0.0358997808461173	5'
112	1.15911988467339	0.0336686609947753	5'
113	1.16018232269784	0.0339873924021099	5'
114	1.11024773554876	0.0330843200813286	5'
115	1.17611889306457	0.0336686609947753	5'
116	1.21436666194472	0.0359316539868508	5'
117	1.16655695084453	0.0319793845359021	5'
118	1.16124476072229	0.0321175014790804	5'
119	1.16868182689343	0.0339767680218654	5'
120	1.1941803394802	0.0364628729990751	5'
121	1.21117934787137	0.0377271742481689	5'
122	1.13362137208663	0.0328505837159499	5'
123	1.16336963677119	0.0366009899422534	5'
124	1.20799203379803	0.0385133783862608	5'
125	1.16761938886898	0.0346354795970235	5'
126	1.12724674393994	0.0329568275183948	5'
127	1.13787112418442	0.0346992258784904	5'
128	1.1941803394802	0.0370153407717883	5'
129	1.14105843825777	0.0345186114143342	5'
130	1.20692959577358	0.0359635271275842	5'
131	1.18780571133351	0.0362716341546743	5'
132	1.21649153799362	0.0381840225986817	5'
133	1.15380769455115	0.0359741515078287	5'
134	1.16124476072229	0.035389810594382	5'
135	1.16124476072229	0.0342954994292	5'
136	1.15062038047781	0.0342423775279775	5'
137	1.10387310740207	0.0333393052071962	5'
138	1.13468381011108	0.0342954994292	5'
139	1.05978192938745	0.0360060246485622	5'
140	1.17824376911347	0.0384496321047939	5'
141	1.06668777654637	0.0339980167823544	5'
142	1.13149649603773	0.0349648353846026	5'
143	1.12618430591549	0.0354535568758489	5'
144	1.07731215679085	0.0332224370245069	5'
145	1.13149649603773	0.0328293349554609	5'
146	1.1176848017199	0.0330524469405951	5'
147	1.16761938886898	0.0344654895131117	5'
148	1.16868182689343	0.0353791862141375	5'
149	1.13255893406218	0.034667352737757	5'
150	1.16974426491788	0.0361653903522295	5'
151	1.14424575233111	0.0333393052071962	5'
152	1.16230719874674	0.0337855291774646	5'
153	1.07624971876641	0.033137441982551	5'
154	1.07943703283975	0.0327762130542385	5'
155	1.10812285949986	0.0348479672019132	5'
156	1.12830918196439	0.0367603556459207	5'
157	1.12724674393994	0.0338598998391761	5'
158	1.08474922296199	0.0329674518986392	5'
