GeneID,Phi
YAL067C,0.159483734977933
YAL061W,2.53035734607406
YAL060W,58.3600553493813
YAL058W,10.9131489758002
YAL056W,3.51645966751689
YAL053W,29.6420412999566
YAL051W,7.76349214902506
YAL049C,60.6024892967252
YAL048C,5.59772579101977
YAL047C,6.29629585401192
YAL043C,22.8366498473403
YAL042W,109.904780858084
YAL041W,13.1936330291034
YAL040C,6.90245732266005
YAL039C,28.809757064548
YAL038W,7648.80028644181
YAL037W,1.05278809004612
YAL036C,113.289169728902
YAL035W,224.144295037982
YAL034C,1.40626899927372
YAL032C,10.1456339052077
YAL029C,7.37619293578837
YAL028W,1.61939851424546
YAL027W,5.65282454022195
YAL023C,133.617032852583
YAL021C,39.6857219478353
YAL020C,8.69962815322701
YAL019W,22.1788500149693
YAL018C,0.0203272300539818
YAL015C,7.25145813112574
YAL014C,21.0910600176667
YAL010C,5.27358010573135
YAL009W,8.56594881960418
YAL001C,5.74892071512542
YAR003W,7.2013957527463
YAR007C,48.9027676507777
YAR008W,11.9535728277444
YAR015W,195.74093580959
YAR018C,7.30392629707187
YAR019C,2.35555115430395
YAR035W,0.8882932129227
YBL105C,9.46901912705895
YBL104C,5.55128043896786
YBL103C,10.8874693067647
YBL099W,300.944942540151
YBL098W,11.1170758352922
YBL097W,5.96584859564418
YBL095W,5.81453324799944
YBL089W,7.27122255154521
YBL086C,8.24495192780032
YBL085W,13.6161848540527
YBL084C,4.21370184100935
YBL082C,22.7521515465521
YBL081W,16.8994319876864
YBL080C,3.27538137585304
YBL076C,253.406058790377
YBL075C,0.970302055531204
YBL074C,6.18522060678446
YBL069W,28.1285837723434
YBL064C,33.3416597881233
YBL061C,20.8841372103953
YBL060W,4.18484802532472
YBL052C,2.00734394310113
YBL050W,64.8912794412263
YBL047C,89.4834433060832
YBL046W,14.2190676799676
YBL045C,74.6321189297231
YBL043W,0.152268532073067
YBL042C,27.688746235453
YBL039C,187.775204823649
YBL038W,27.1195494530519
YBL037W,8.69420022084866
YBL035C,16.2930025373792
YBL034C,5.92508413618597
YBL033C,26.8267916083391
YBL032W,103.286353313269
YBL031W,5.62007791459595
YBL029W,2.68844010391372
YBL024W,73.241127707228
YBL022C,49.7234753084031
YBL020W,14.662391238289
YBL019W,2.30354231263912
YBL016W,28.6698258691935
YBL015W,21.0145850997261
YBL013W,4.75572824447308
YBL011W,16.6450488556558
YBL009W,13.1950917323465
YBL008W,5.0588701721894
YBL005W,2.01497592744642
YBR002C,20.8583572930024
YBR003W,11.4743685102199
YBR004C,10.5180984124764
YBR006W,7.73384489334817
YBR008C,0.270589750718589
YBR011C,1255.77376628796
YBR015C,67.2029708647787
YBR017C,45.8914041133118
YBR018C,0.326687625867565
YBR019C,0.106748727926709
YBR020W,0.0892581858245529
YBR023C,19.4777295934748
YBR025C,620.783623726703
YBR028C,12.5268900657284
YBR029C,42.4479340474555
YBR030W,52.8213081670915
YBR033W,0.0816492764013697
YBR034C,74.942725337275
YBR036C,65.8268760130937
YBR037C,16.7574640915606
YBR039W,114.647748775216
YBR040W,0.66214229254231
YBR041W,22.4763133578173
YBR042C,18.0148233635137
YBR044C,3.7045973912084
YBR045C,0.455476697828799
YBR050C,0.842032579538767
YBR053C,36.0356215351994
YBR055C,7.63788084491032
YBR056W,121.765736296965
YBR057C,18.4034029238728
YBR058C,26.625443477937
YBR060C,11.6394677116694
YBR061C,33.2090935489057
YBR063C,0.0495295027068098
YBR065C,9.06759997394893
YBR068C,108.051086190248
YBR069C,103.499657346043
YBR070C,13.5525996696965
YBR073W,16.7666626624298
YBR074W,23.564024040415
YBR076W,0.11242128132373
YBR078W,1145.99434540199
YBR079C,148.446990445462
YBR081C,8.26000962228163
YBR084W,72.2060791270474
YBR086C,50.3786958634449
YBR087W,24.7888925318825
YBR088C,139.400023992466
YBR094W,14.1399258258788
YBR096W,68.1655804860908
YBR098W,2.52223296136135
YBR101C,108.70649115825
YBR103W,11.2423092744175
YBR104W,28.0082571481503
YBR105C,7.07963782645942
YBR107C,2.22952166579342
