# Created by: riboviz
# Date: 2025-11-20 21:49:05.690776
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
Position	Mean	SD	End
1	0.631540156594308	0.0345754606404426	5'
2	1.9253223310985	0.0694378545642083	5'
3	1.139125134793	0.0480613249566318	5'
4	0.646556331754888	0.0345563317548877	5'
5	0.480230671855221	0.0295636926250645	5'
6	0.45431103192836	0.0271630174879272	5'
7	0.4127057058465	0.0276412396267992	5'
8	0.417009705096348	0.0260631065685217	5'
9	0.407158329035585	0.0251831778329973	5'
10	0.457084720333818	0.0280046884523419	5'
11	0.406106240330067	0.0237198180880491	5'
12	0.492090580899245	0.0276890618406864	5'
13	0.513897510431806	0.0290759060434151	5'
14	0.506819822776502	0.0266656664635004	5'
15	0.532739462703362	0.0295636926250645	5'
16	0.530157063153453	0.0285976839045431	5'
17	0.555885414224764	0.0287602794317596	5'
18	0.66118992920437	0.0342502695860097	5'
19	0.674580149092784	0.0333894697360401	5'
20	0.681944770031413	0.0356849360026255	5'
21	0.705090721552815	0.0339729007454639	5'
22	0.697056589619766	0.0339729007454639	5'
23	0.786579774016597	0.0394533264569366	5'
24	0.801787238032725	0.0395202775563786	5'
25	0.81670776876553	0.0411557972713207	5'
26	0.816994702048854	0.0390516198602841	5'
27	0.82694172253739	0.0399028552674762	5'
28	0.82388110084861	0.0396063575413756	5'
29	0.826176567115195	0.0369570068920249	5'
30	0.903935486895776	0.0413470861268695	5'
31	0.879737446668854	0.0401419663369122	5'
32	0.952714145060715	0.0428104458718177	5'
33	0.942193258005532	0.0377986778564396	5'
34	0.939897791738947	0.0407827840030006	5'
35	0.922873083595105	0.0409836373013268	5'
36	0.857261006141873	0.0357040648881804	5'
37	0.937411036616813	0.0401897885507994	5'
38	0.880120024379952	0.0369283135636926	5'
39	0.967921609076844	0.0409166862018848	5'
40	0.946305968399831	0.0395298419991561	5'
41	0.848653007642177	0.0359049181865066	5'
42	0.917899573350837	0.0396446153124853	5'
43	0.908717708284495	0.0397593886258146	5'
44	0.864912560363824	0.0394724553424914	5'
45	0.893510244268367	0.0422461437479488	5'
46	0.842531764264616	0.0401515307796896	5'
