# Created by: riboviz
# Date: 2025-11-20 21:48:17.369565
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
YAL061W	119	162	70	0.990813566221227	0.000784285631537894	0.284921759454573
YAL060W	239	357	179	0.999992339382865	0.0028577289685475	0.865058091293989
YAL059W	48	73	41	0.990353420752281	0.294162322177802	0.898272299610042
YAL058W	65	83	50	0.894321522642768	0.103269820690236	0.496249607046587
YAL056W	63	109	54	0.999777706005243	0.20593058264185	0.971490079936905
YAL055W	31	30	18	0.5	0.0370415282071878	0.103301153497735
YAL053W	338	462	229	0.99998583284976	4.97049323265012e-06	0.434847376636155
YAL051W	156	219	114	0.99963887993687	0.0053459116313288	0.720979626365511
YAL049C	146	171	79	0.914449986598881	8.13689032200475e-05	0.0447026527564679
YAL048C	58	54	36	0.340376651338078	0.0144655415168285	0.0332121183994949
YAL047C	58	84	43	0.990460827152755	0.0686203848448287	0.727939368040889
YAL046C	46	43	24	0.396137321947526	0.00799660532426106	0.0293995629649306
YAL044W-A	29	59	29	0.996644536577758	0.534871246248965	0.976078087839115
YAL044C	472	664	334	0.999973812328108	0.000220599988908947	0.646250777271686
YAL043C	169	206	114	0.970255690897053	0.00097349394710751	0.195399033218026
YAL042W	378	599	280	0.999999484673995	0.00187265027022096	0.919975750360776
YAL041W	218	233	130	0.729100044840026	3.79569861170097e-06	0.00312956598867989
YAL040C	67	86	35	0.927692597726355	0.000601022020144759	0.104132659738548
YAL039C	36	64	32	0.995593225556623	0.317156439969855	0.935203658477263
YAL038W	18549	24608	14745	1	1.18450354383646e-12	1
YAL036C	318	450	237	0.999972516374249	0.00113749688619522	0.756204430920495
YAL035W	664	853	424	0.999998257093711	6.4832101054129e-10	0.156322393405811
YAL034W-A	42	38	24	0.314183317168157	0.0236017870026728	0.0404497731438078
YAL033W	65	87	44	0.942664892804472	0.0111519422248441	0.308412843543764
YAL032C	35	41	24	0.803011636914538	0.102024496866314	0.3838674943182
YAL031C	71	63	55	0.270924895112523	0.104662388576367	0.0935733586260413
YAL030W	34	69	36	0.995533779456109	0.610225080268133	0.979658443604585
YAL029C	292	336	158	0.935157598113937	1.16501719042508e-09	0.000810778675192647
YAL027W	35	48	24	0.940968301749966	0.066049148053591	0.51609627600489
YAL026C	416	516	267	0.997680974481097	1.14796459667565e-07	0.0488225282107499
YAL025C	125	212	110	0.999372844031163	0.180523512251351	0.949021561784531
YAL024C	117	149	91	0.973525675728678	0.0295876563050499	0.513665076312893
YAL023C	1066	1434	791	0.999999999399295	1.08120901491844e-06	0.828751875536735
YAL022C	148	223	97	0.999684712591072	0.00138985185755406	0.618650683693346
YAL021C	321	373	225	0.910349106036502	0.000378546110728528	0.076075810568016
YAL019W	241	270	159	0.896884158198662	4.85563934179899e-05	0.0312799457231402
YAL017W	178	284	143	0.999998886058021	0.0252032386171307	0.975134645267921
YAL016W	699	900	450	0.999993802644078	2.24670251407675e-10	0.0935878257809562
YAL015C	45	41	21	0.325380831002276	0.000985796587928061	0.00606676390500826
YAL014C	38	32	26	0.230603907104776	0.10395728050546	0.0790467832632793
YAL013W	44	52	29	0.802468883089796	0.0385132509454106	0.258190135235829
YAL012W	1303	1913	991	0.999999999999995	8.50337124854623e-06	0.99231750484073
YAL011W	37	41	27	0.662966037826083	0.110751480400286	0.285330503606136
YAL010C	62	77	31	0.890056081415286	0.00132404698216836	0.1041987415156
YAL009W	39	25	12	0.056085791453103	0.000121978322287903	0.000100689054755029
YAL008W	77	119	79	0.993295871364156	0.52568060664869	0.963596500429844
YAL007C	472	621	327	0.99987017409124	0.000347787185229307	0.573274581255693
YAL005C	14470	19257	11111	1	1.4047133781921e-14	1
YAL003W	3435	4604	2693	0.999999999893777	5.99994737050401e-06	0.918667405783417
YAL002W	84	107	72	0.949658046249519	0.171547835930527	0.688062145867272
YAL001C	143	170	97	0.91045146209036	0.00136298424206818	0.121158482505701
YAR002W	207	293	120	0.99991864072139	7.46328357036123e-06	0.346331448400207
YAR002C-A	576	858	414	0.999999868310507	7.41838478588632e-05	0.830848438062622
YAR003W	64	67	43	0.650161303852999	0.031582055253004	0.148924282409141
YAR007C	373	518	242	0.999996340722189	1.7946111956418e-06	0.457864371568146
YAR008W	44	59	26	0.872230772586114	0.0255781474341228	0.282647093153632
YAR014C	113	158	75	0.997065548209603	0.0107139781680396	0.626081510874478
YAR015W	467	600	348	0.999259798774334	0.00112125653322222	0.534490358333766
YAR018C	82	66	43	0.126422661863664	0.00103589612828357	0.00141206435977614
YAR019C	53	65	39	0.864556729580307	0.0704565819404726	0.396428558492858
YAR027W	136	208	124	0.999860053417049	0.248265540616532	0.981613711640018
YAR028W	59	74	35	0.906075945970129	0.017143199114086	0.285872201954659
YAR031W	49	85	35	0.998604973098233	0.103498497333068	0.889137416356228
YAR033W	44	57	38	0.975897355837551	0.553309299177317	0.932110967607986
YAR042W	219	290	136	0.998783783561831	3.04759696549032e-05	0.244727036591455
YAR066W	34	51	25	0.955947248986155	0.160759543119919	0.693210178298462
YAR071W	1037	1377	779	0.999999915665543	3.42983798970087e-05	0.811585781934206
YBL107C	36	64	43	0.995765579687428	0.779375765379543	0.991940111941793
YBL106C	72	120	56	0.999661409004023	0.110233264343403	0.93782907694535
YBL105C	224	283	127	0.994127611118684	2.94584936165769e-07	0.0400506954374796
YBL104C	140	166	85	0.901937795192973	8.09460851739267e-05	0.0397833142994905
YBL103C	87	102	42	0.768759838331248	4.32358240239327e-05	0.012024630136899
YBL102W	185	216	104	0.903427391128226	5.93926790999628e-05	0.0358352846802148
