# Created by: riboviz
# Date: 2025-10-03 21:11:29.999013
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	readcount	rpb	tpm
Q0045	100	0.0605326876513317	7.56537887438103
Q0050	152	0.0595611285266458	7.44395335765115
Q0055	142	0.054364471669219	6.79447487698239
Q0060	68	0.0525096525096525	6.56265946897658
Q0065	102	0.0593713620488941	7.42023633206461
Q0070	110	0.0567010309278351	7.08649819099237
Q0075	79	0.0710431654676259	8.87897901202985
Q0080	34	0.175257731958763	21.9037216812492
Q0085	105	0.126964933494559	15.8680848796872
Q0105	103	0.0854771784232365	10.6829428028977
Q0110	83	0.0629264594389689	7.86455261364389
Q0115	100	0.0624609618988132	7.80637470360866
Q0120	135	0.0687372708757637	8.59078816988013
Q0130	54	0.194244604316547	24.2767021088411
Q0140	118	0.0948553054662379	11.8550216740863
Q0160	0	0	0
Q0250	90	0.112079701120797	14.0077276593147
Q0255	98	0.0668485675306958	8.35473791437102
Q0275	114	0.133022170361727	16.6251187007518
YAL001C	493	0.139660056657224	17.45472212163
YAL002W	292	0.0754132231404959	9.42514907783941
YAL003W	14921	22.3368263473054	2791.65787486563
YAL005C	59852	30.2894736842105	3785.5802082762
YAL007C	1686	2.42589928057554	303.189035225971
YAL008W	312	0.484472049689441	60.5493453563504
YAL009W	118	0.142684401451028	17.8327049124104
YAL010C	197	0.128842380640942	16.1027283348205
YAL011W	246	0.127792207792208	15.9714776702205
YAL012W	5827	4.72970779220779	591.119158945472
YAL013W	177	0.139920948616601	17.4873284141068
YAL014C	124	0.152147239263804	19.0153709406037
YAL015C	131	0.105052125100241	13.129420793605
YAL016W	2474	1.26547314578005	158.158908428549
YAL017W	760	0.184555609519184	23.0657709673698
YAL018C	3	0.00292682926829268	0.365795294648121
YAL019W	790	0.229451060121987	28.676807032754
YAL020C	48	0.0457578646329838	5.7188206217628
YAL021C	1123	0.438500585708708	54.8038290755025
YAL022C	554	0.346033728919425	43.247315857992
YAL023C	4008	1.72238934250107	215.264321654979
