# Created by: riboviz
# Date: 2025-10-03 21:08:03.74259
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
Position	Mean	SD	End
1	0.89821417410524	0.0218492360665239	5'
2	2.06514883776428	0.0383569038108604	5'
3	0.517446320107729	0.0160826604998949	5'
4	0.527878316107661	0.0175122303221078	5'
5	0.476491076552441	0.0162372085887828	5'
6	0.427325465774985	0.0151070756887901	5'
7	0.473593299885794	0.0171065415887771	5'
8	0.440848423552674	0.0155610606998983	5'
9	0.404239844997358	0.0141701278999074	5'
10	0.485474184219049	0.0160053864554509	5'
11	0.486053739552379	0.015908793899896	5'
12	0.539759200440917	0.0179662153332159	5'
13	0.556856082774138	0.0171162008443326	5'
14	0.607663766996028	0.019106007488764	5'
15	0.580811036551759	0.0180628078887708	5'
16	0.636544941106951	0.0195116962220947	5'
17	0.634033534662523	0.0181207634221038	5'
18	0.679818405995557	0.0227668653442956	5'
19	0.709858690773138	0.0210185400887515	5'
20	0.694886844662125	0.0204872810331994	5'
21	0.730046534884117	0.0206321698665318	5'
22	0.780178071217123	0.0227958431109621	5'
23	0.810121763439149	0.0248629237998375	5'
24	0.808286504883606	0.021675369466525	5'
25	0.865372705216566	0.0238100649442888	5'
26	0.883918475883112	0.0244765535776178	5'
27	0.866725000994335	0.0245345091109508	5'
28	0.84112797377228	0.0210378585998625	5'
29	0.933953419660562	0.0251913384887242	5'
30	0.909129132882947	0.023539605788735	5'
31	0.907873429660733	0.0247373534776161	5'
32	0.924197571549515	0.0228151616220731	5'
33	0.907873429660733	0.0221390137331886	5'
34	0.894930027216373	0.0224481099109644	5'
35	0.941970601771621	0.0226895912998517	5'
36	0.950760524327119	0.0237810871776223	5'
37	0.935885270771661	0.0234236947220691	5'
38	0.9621584458826	0.0239646130331767	5'
39	0.938493269771644	0.023616879833179	5'
