# Created by: riboviz
# Date: 2025-10-03 22:21:41.893852
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
Position	Mean	SD	End
1	1.49065831200092	0.0813962225703333	5'
2	3.42948840408054	0.0633177956927623	5'
3	1.5902520409073	0.0415479056024656	5'
4	1.43003604223182	0.029607483539016	5'
5	1.34235025917294	0.0280269743628931	5'
6	1.59349966250207	0.0253964008711267	5'
7	1.31636928641475	0.0242272570970084	5'
8	1.28281052993543	0.0228849068378354	5'
9	1.30229625950407	0.0248334797946994	5'
10	1.3109565837568	0.0251690673594926	5'
11	1.30013117844089	0.0321514537882551	5'
12	1.30987404322521	0.0256562105987086	5'
13	1.31203912428839	0.0238375425056356	5'
14	1.35534074555203	0.0311663419045072	5'
15	1.35534074555203	0.0331582164826348	5'
16	1.35642328608362	0.0255479565455495	5'
17	1.32502961066748	0.024032399801322	5'
18	1.39972490734727	0.0264356397814542	5'
19	1.39972490734727	0.0280594505788408	5'
20	1.43761382595295	0.0344572651205441	5'
21	1.47225512296387	0.0277455138246794	5'
22	1.50256625784842	0.0321947554095187	5'
23	1.45818209605318	0.0252556706020199	5'
24	1.46034717711637	0.0251798927648085	5'
25	1.48416306881137	0.0250066862797539	5'
26	1.5166392847591	0.0296616105655956	5'
27	1.47009004190069	0.0265980208611928	5'
28	1.51339166316433	0.0251149403329131	5'
29	1.47550274455864	0.0250391624957017	5'
30	1.4679249608375	0.0245953208777493	5'
31	1.48308052827978	0.0240973522332174	5'
32	1.48416306881137	0.0245844954724334	5'
33	1.50581387944319	0.0314694532533527	5'
34	1.47225512296387	0.025602083572129	5'
35	1.49174085253251	0.0252664960073358	5'
36	1.50256625784842	0.0264031635655064	5'
37	1.52638214954342	0.0277779900406271	5'
38	1.48416306881137	0.0278429424725226	5'
39	1.50040117678524	0.0260350997847655	5'
40	1.48199798774819	0.0257536392465518	5'
41	1.47117258243228	0.0255912581668131	5'
42	1.4690075013691	0.0275398311236771	5'
43	1.43653128542136	0.023664336020581	5'
44	1.43977890701614	0.0245303684458539	5'
45	1.45385193392682	0.0255371311402336	5'
46	1.42137571797909	0.0240432252066379	5'
47	1.44627415020568	0.0246927495255925	5'
48	1.43653128542136	0.024638622499013	5'
49	1.43977890701614	0.0245628446618016	5'
50	1.42462333957386	0.0257752900571836	5'
51	1.35750582661521	0.0221704300869853	5'
52	1.41488047478954	0.0230905895388377	5'
53	1.37915663724704	0.022939033864415	5'
54	1.37699155618385	0.0235236057514742	5'
55	1.32611215119907	0.0223761127879876	5'
