# Created by: riboviz
# Date: 2025-10-03 22:24:58.94539
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	readcount	rpb	tpm
Q0045	72	0.0435835351089588	0.796024698319649
Q0050	24	0.00940438871473354	0.171764994987469
Q0055	15	0.0057427258805513	0.10488712366195
Q0060	4	0.00308880308880309	0.0564149636046358
Q0065	41	0.0238649592549476	0.435877836523303
Q0070	41	0.0211340206185567	0.385999032550018
Q0075	0	0	0
Q0080	11	0.0567010309278351	1.03560716050005
Q0085	106	0.128174123337364	2.34101634038947
Q0105	120	0.0995850622406639	1.8188558805312
Q0110	55	0.0416982562547384	0.761591315909815
Q0115	48	0.0299812617114304	0.547588091452867
Q0120	84	0.0427698574338086	0.781163408975596
Q0130	210	0.755395683453237	13.7968069714754
Q0140	20	0.0160771704180064	0.293638978569145
Q0160	51	0.0675496688741722	1.23375042094973
Q0250	86	0.107098381070984	1.95608172373857
Q0255	42	0.0286493860845839	0.523262256216941
Q0275	122	0.142357059509918	2.60005837219848
YAL001C	3154	0.893484419263456	16.318907209326
YAL002W	1154	0.298037190082645	5.44345390364643
YAL003W	114613	171.576347305389	3133.7295095754
YAL005C	362966	183.687246963563	3354.92715273756
YAL007C	6415	9.23021582733813	168.583841375267
YAL008W	2755	4.27795031055901	78.1339580847629
YAL009W	744	0.899637243047158	16.4312845023563
YAL010C	821	0.536952256376717	9.8070809727977
YAL011W	2137	1.11012987012987	20.2757943511588
YAL012W	52143	42.3238636363636	773.017624628916
YAL013W	2399	1.89644268774704	34.6372825109368
YAL014C	1244	1.52638036809816	27.8783368306123
YAL015C	963	0.772253408179631	14.1047022628082
YAL016W	14115	7.21994884910486	131.867632814177
YAL017W	4196	1.01894123360855	18.6102936822573
YAL018C	3	0.00292682926829268	0.0534566179521976
YAL019W	6109	1.77432471681673	32.4068778242545
YAL020C	710	0.676835081029552	12.3619490672742
YAL021C	7574	2.95743850058571	54.0156755146678
YAL022C	2787	1.74078700811993	31.7943335599821
YAL023C	24142	10.3747314138376	189.487668294944
YAL024C	1699	0.390126291618829	7.12540097575991
YAL025C	5929	6.125	111.86910986038
YAL026C	6518	1.58396111786148	28.9300114789578
YAL027W	595	0.714285714285714	13.045960333572
YAL028W	282	0.172582619339045	3.1521084086256
YAL029C	4588	1.0280080663231	18.7758934381806
YAL030W	2333	5.81795511221945	106.261136263125
YAL031C	1317	0.565236051502146	10.3236659498026
YAL032C	1118	0.941870261162595	17.2026428930977
YAL033W	1461	2.5676625659051	46.8966735787139
YAL034C	162	0.125678820791311	2.29544127513897
YAL034W-A	697	0.760087241003272	13.882495194656
YAL035W	56919	18.6253272251309	340.179392250399
YAL036C	9418	8.1400172860847	148.672079680392
YAL037C-A	3	0.0214285714285714	0.391378810007161
YAL037W	51	0.0599294947121034	1.09457293515516
YAL038W	456446	294.481290322581	5378.50772553849
YAL039C	1761	2.05484247374562	37.5303507659142
YAL040C	1007	0.562569832402235	10.2749692057373
YAL041W	3499	1.3395865237366	24.4666697128775
YAL042W	10360	8	146.114755736007
YAL043C	3686	1.53264033264033	27.9926709793618
YAL044C	15914	28.4178571428571	519.033531871163
YAL044W-A	2152	5.66315789473684	103.433866560489
YAL046C	1984	4.91089108910891	89.69420649141
YAL047C	1333	0.695720250521921	12.7068743082005
YAL048C	1259	0.618369351669941	11.2941108467358
YAL049C	4281	5.43274111675127	99.225455156384
YAL051W	2555	0.800689439047321	14.6240677258499
YAL053W	5589	2.3297207169654	42.5508216865643
YAL054C	114	0.05207857469164	0.951181027518545
YAL055W	624	1.05762711864407	19.3168660125568
YAL056W	1108	0.411895910780669	7.52300879904718
YAL058W	1721	1.1060411311054	20.2011162131802
YAL059W	3051	4.44752186588921	81.2310713831189
YAL060W	9686	8.09866220735786	147.916756277065
YAL061W	1772	1.36202920830131	24.8765706345315
YAL062W	464	0.326530612244898	5.9638675810615
YAL063C	53	0.0131972111553785	0.241038410545579
YAL063C-A	10	0.029585798816568	0.540365220917184
YAL064C-A	0	0	0
YAL064W	2	0.00602409638554217	0.110026171487957
YAL064W-B	1	0.00233644859813084	0.0426737020257029
YAL065C	16	0.0368663594470046	0.673339888184363
YAL067C	59	0.032258064516129	0.589172402161317
YAL067W-A	0	0	0
YAL068C	3	0.00731707317073171	0.133641544880494
YAR002C-A	10611	15.008486562942	274.120168513926
YAR002W	6223	3.73305338932214	68.1817730162845
YAR003W	1018	0.766566265060241	14.0008303218425
YAR007C	9223	4.8212232096184	88.0564814527698
