# Created by: riboviz
# Date: 2025-09-09 21:50:08.589264
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	readcount	rpb	tpm
Q0045	42	0.0254237288135593	0.529713834033848
Q0050	41	0.0160658307210031	0.334738183001013
Q0055	26	0.00995405819295559	0.207396891630404
Q0060	4	0.00308880308880309	0.0643564812519887
Q0065	21	0.0122235157159488	0.254681971427217
Q0070	15	0.0077319587628866	0.161098537154624
Q0075	1	0.000899280575539568	0.0187368802206217
Q0080	2	0.0103092783505155	0.214798049539498
Q0085	23	0.0278113663845224	0.579461243679106
Q0105	30	0.024896265560166	0.518723920464681
Q0110	6	0.0045489006823351	0.0947782144291039
Q0115	21	0.0131168019987508	0.273293958096164
Q0120	16	0.00814663951120163	0.16973858089883
Q0130	22	0.079136690647482	1.64884545941471
Q0140	15	0.0120578778135048	0.251230837684863
Q0160	2011	2.6635761589404	55.4967034828097
Q0250	29	0.0361145703611457	0.752461909532514
Q0255	16	0.0109140518417462	0.227398753673466
Q0275	42	0.0490081680280047	1.02110531368018
YAL001C	974	0.275920679886686	5.74892071512542
YAL002W	537	0.138688016528926	2.88962179815675
YAL003W	129227	193.453592814371	4030.68507805472
YAL005C	436401	220.850708502024	4601.51523828816
YAL007C	3560	5.12230215827338	106.725269736661
YAL008W	1012	1.57142857142857	32.7413598369493
YAL009W	340	0.411124546553809	8.56594881960418
YAL010C	387	0.253106605624591	5.27358010573135
YAL011W	1570	0.815584415584416	16.9930363451274
YAL012W	43681	35.4553571428571	738.726931321168
YAL013W	1492	1.17944664031621	24.574255273956
YAL014C	825	1.01226993865031	21.0910600176667
YAL015C	434	0.34803528468324	7.25145813112574
YAL016W	8507	4.35140664961637	90.6633451258076
YAL017W	1543	0.374696454589607	7.80695455867563
YAL018C	1	0.000975609756097561	0.0203272300539818
YAL019W	3665	1.06447865233808	22.1788500149693
YAL020C	438	0.417540514775977	8.69962815322701
YAL021C	4878	1.90472471690746	39.6857219478353
YAL022C	2237	1.39725171767645	29.1123135362437
YAL023C	14923	6.41297808336915	133.617032852583
YAL024C	520	0.119402985074627	2.4878102454127
YAL025C	2814	2.90702479338843	60.5690557915314
YAL026C	2871	0.697691373025516	14.5366863723223
YAL027W	226	0.271308523409364	5.65282454022195
YAL028W	127	0.0777233782129743	1.61939851424546
YAL029C	1580	0.354021958323997	7.37619293578837
YAL030W	1133	2.82543640897756	58.8691282853876
YAL031C	577	0.247639484978541	5.15967040114858
YAL032C	578	0.486941870261163	10.1456339052077
YAL033W	756	1.3286467486819	27.6829008239552
YAL034C	87	0.0674941815360745	1.40626899927372
YAL034W-A	354	0.386041439476554	8.04333197937546
YAL035W	32876	10.7578534031414	224.144295037982
YAL036C	6291	5.43733794295592	113.289169728902
YAL037C-A	0	0	0
YAL037W	43	0.0505287896592244	1.05278809004612
YAL038W	569014	367.105806451613	7648.80028644181
YAL039C	1185	1.38273045507585	28.809757064548
YAL040C	593	0.331284916201117	6.90245732266005
YAL041W	1654	0.63323124042879	13.1936330291034
YAL042W	6831	5.27490347490347	109.904780858084
YAL043C	2636	1.0960498960499	22.8366498473403
YAL044C	10401	18.5732142857143	386.980549618306
YAL044W-A	812	2.13684210526316	44.521983089287
YAL046C	899	2.22524752475248	46.3639463217645
YAL047C	579	0.302192066805846	6.29629585401192
YAL048C	547	0.268664047151277	5.59772579101977
YAL049C	2292	2.90862944162437	60.6024892967252
YAL051W	1189	0.372610466938264	7.76349214902506
YAL053W	3413	1.42267611504794	29.6420412999566
YAL054C	36	0.0164458656920968	0.342656367744143
YAL055W	262	0.444067796610169	9.2523349677912
YAL056W	454	0.168773234200743	3.51645966751689
YAL058W	815	0.523778920308483	10.9131489758002
YAL059W	1935	2.82069970845481	58.7704371841343
YAL060W	3350	2.80100334448161	58.3600553493813
YAL061W	158	0.121445042275173	2.53035734607406
YAL062W	157	0.110485573539761	2.30201231276356
YAL063C	24	0.00597609561752988	0.124514407203175
YAL063C-A	0	0	0
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL064W-B	0	0	0
YAL065C	4	0.00921658986175115	0.192031435993837
YAL067C	14	0.00765445598687808	0.159483734977933
YAL067W-A	0	0	0
YAL068C	0	0	0
YAR002C-A	5778	8.17256011315417	170.278647288832
YAR002W	3344	2.00599880023995	41.7958090780012
YAR003W	459	0.345632530120482	7.2013957527463
YAR007C	4490	2.34709879769995	48.9027676507777
YAR008W	502	0.573714285714286	11.9535728277444
YAR014C	2752	1.26412494258153	26.3385624879522
YAR015W	9094	9.39462809917355	195.74093580959
YAR018C	475	0.350553505535055	7.30392629707187
YAR019C	336	0.113055181695828	2.35555115430395
YAR020C	6	0.027906976744186	0.581453324799944
YAR023C	13	0.0221465076660988	0.461431585126589
YAR027W	1047	1.38675496688742	28.893609421433
YAR028W	655	0.871010638297872	18.14786446475
YAR029W	3	0.0110294117647059	0.229802325058802
YAR031W	419	0.44385593220339	9.24792068584092
YAR033W	456	0.606382978723404	12.6342384670626
YAR035C-A	0	0	0
YAR035W	90	0.0426338228327807	0.8882932129227
YAR042W	1905	0.527116768123962	10.9826944062413
YAR050W	20	0.00429092469427162	0.0894031787398899
YAR064W	0	0	0
YAR066W	221	0.33535660091047	6.98729254624921
YAR068W	83	0.155722326454034	3.24453864323171
YAR071W	35858	24.7126119917298	514.897422920449
YBL001C	2891	7.98618784530387	166.39550452545
YBL002W	18993	42.8735891647855	893.28884294731
YBL003C	20945	46.9618834080717	978.470132999249
YBL004W	7569	1.00531279054323	20.9461049788223
YBL005W	288	0.09670920080591	2.01497592744642
YBL006C	1275	2.16101694915254	45.0256758928771
YBL007C	14577	3.85430988894765	80.3061299072752
YBL008W	624	0.242801556420233	5.0588701721894
YBL008W-A	154	0.536585365853659	11.17997652969
YBL009W	1316	0.63330125120308	13.1950917323465
YBL010C	424	0.476404494382022	9.92608334995561
YBL011W	1859	0.798882681564246	16.6450488556558
YBL013W	286	0.228252194732642	4.75572824447308
YBL014C	246	0.0900439238653001	1.87610214425751
YBL015W	1642	1.00859950859951	21.0145850997261
YBL016W	1526	1.37601442741208	28.6698258691935
YBL017C	6966	1.45519114267809	30.3195052579775
YBL018C	578	1.28730512249443	26.8215310589789
YBL019W	178	0.11055900621118	2.30354231263912
YBL020W	1247	0.70372460496614	14.662391238289
YBL021C	557	1.15560165975104	24.0774353082356
YBL022C	8231	2.38648883734416	49.7234753084031
YBL023C	2261	0.851921627731726	17.7501370877371
YBL024W	7389	3.51522359657469	73.241127707228
YBL025W	373	0.769072164948454	16.0239344956466
YBL026W	1117	3.33432835820896	69.4721011031496
YBL027W	107323	173.943273905997	3624.17956865571
YBL028C	2187	5.9429347826087	123.823487584945
YBL029C-A	297	0.894578313253012	18.6389066541669
YBL029W	152	0.129032258064516	2.68844010391372
YBL030C	23328	23.2350597609562	484.112015205946
YBL031W	287	0.269736842105263	5.62007791459595
YBL032W	5914	4.95725062866723	103.286353313269
YBL033C	1397	1.28755760368664	26.8267916083391
YBL034C	1305	0.284375680976248	5.92508413618597
YBL035C	1693	0.781986143187067	16.2930025373792
YBL036C	2692	3.278928136419	68.3178147234494
YBL037W	1304	0.41728	8.69420022084866
YBL038W	971	1.30160857908847	27.1195494530519
YBL039C	16105	9.01231113598209	187.775204823649
YBL039W-B	34	0.149779735682819	3.12072232326549
YBL040C	2237	3.16407355021216	65.9247722369536
YBL041W	6981	9.03104786545925	188.165592279454
YBL042C	2614	1.32892730045755	27.688746235453
YBL043W	6	0.00730816077953715	0.152268532073067
YBL044W	12	0.0288461538461538	0.601021465538404
YBL045C	5090	3.58198451794511	74.6321189297231
YBL046W	937	0.68244719592134	14.2190676799676
YBL047C	18008	4.29477700930122	89.4834433060832
YBL049W	17	0.0366379310344828	0.763366344160846
YBL050W	2884	3.11447084233261	64.8912794412263
YBL051C	4016	1.95520934761441	40.7375899679701
YBL052C	245	0.0963429020841526	2.00734394310113
YBL054W	1150	0.707692307692308	14.7450599545422
YBL055C	852	0.653374233128834	13.6133205568576
YBL056W	3860	2.65474552957359	55.3127136922827
YBL057C	1411	2.09347181008902	43.6183451725853
YBL058W	7701	5.8385140257771	121.647838219755
YBL059C-A	668	1.77188328912467	36.9179162280142
