# Created by: riboviz
# Date: 2026-03-12 09:22:22.540824
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
Position	Mean	SD	End
1	2.1031687045303	0.0606799909963093	5'
2	4.28214678563996	0.0865634781426915	5'
3	1.99270361294323	0.0494168836188041	5'
4	1.67647021349789	0.0438394794847511	5'
5	1.4977766829894	0.0409803829966151	5'
6	1.87898954807419	0.045507285769497	5'
7	1.1046509158707	0.032554712285366	5'
8	1.3548218585826	0.0377747293584021	5'
9	1.29850632169507	0.0399948611010834	5'
10	1.19129020338997	0.035413808773502	5'
11	1.20753506979984	0.0376556003380631	5'
12	1.1642154260402	0.0342766681248115	5'
13	1.25735266012342	0.0374173422973851	5'
14	1.22053096292773	0.0364209904909135	5'
15	1.14688756853635	0.0331936770308207	5'
16	1.16529841713419	0.0343199877685712	5'
17	1.20645207870585	0.0351538909109442	5'
18	1.2356928382436	0.0338867913309748	5'
19	1.18370926573204	0.0346015654530088	5'
20	1.24327377590154	0.0344391167889102	5'
21	1.27684649981525	0.0353055096641029	5'
22	1.27792949090925	0.0367567177300507	5'
23	1.30608725935301	0.0359228145876777	5'
24	1.29742333060108	0.0350997413562446	5'
25	1.36998373389847	0.0352513601094033	5'
26	1.33316203670278	0.0353163395750428	5'
27	1.30933623263498	0.0342766681248115	5'
28	1.3548218585826	0.0356845565469997	5'
29	1.33532801889076	0.0348723132265065	5'
30	1.39705851124824	0.0362260520939951	5'
31	1.37431569827443	0.0349589525140258	5'
32	1.32774708123283	0.0351105712671845	5'
33	1.31583417919893	0.0322514747790486	5'
34	1.40788842218815	0.0353921489516222	5'
35	1.39814150234223	0.0344174569670304	5'
36	1.38297962702636	0.0356845565469997	5'
37	1.38189663593237	0.0343633074123308	5'
38	1.36348578733453	0.0350997413562446	5'
39	1.33532801889076	0.0342983279466914	5'
40	1.38081364483838	0.0355654275266607	5'
41	1.30283828607104	0.0322623046899885	5'
42	1.33207904560879	0.0377314097146425	5'
43	1.28442743747319	0.0344716065217299	5'
44	1.32341511685686	0.0346665449186483	5'
45	1.30933623263498	0.0349806123359056	5'
46	1.23352685605562	0.0323381140665679	5'
47	1.32124913466888	0.0347856739389873	5'
48	1.23136087386764	0.0329445890792028	5'
49	1.26493359778135	0.0322839645118683	5'
50	1.22702890949167	0.0316341698554738	5'
51	1.24219078480755	0.0325655421963059	5'
52	1.21403301636378	0.0315475305679545	5'
53	1.2714315443453	0.0334535948933785	5'
54	1.27901248200324	0.0354246386844419	5'
55	1.23352685605562	0.0329012694354431	5'
56	1.28117846419122	0.034818163671807	5'
57	1.26276761559337	0.0334969145371381	5'
58	1.2476057402775	0.0332586564964601	5'
