# Created by: riboviz
# Date: 2026-03-12 09:25:04.830729
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
ORF	readcount	rpb	tpm
Q0045	0	0	0
Q0050	0	0	0
Q0055	0	0	0
Q0060	0	0	0
Q0065	0	0	0
Q0070	0	0	0
Q0075	0	0	0
Q0080	0	0	0
Q0085	0	0	0
Q0105	1	0.000829875518672199	0.11854381733211
Q0110	0	0	0
Q0115	0	0	0
Q0120	0	0	0
Q0130	1	0.00359712230215827	0.513832013975511
Q0140	1	0.000803858520900322	0.114827411483273
Q0160	69	0.0913907284768212	13.0547360159977
Q0250	0	0	0
Q0255	0	0	0
Q0275	0	0	0
YAL001C	245	0.0694050991501416	9.91419220166347
YAL002W	97	0.025051652892562	3.57851087005776
YAL003W	13393	20.0494011976048	2863.96272659039
YAL005C	56844	28.7672064777328	4109.26023617098
YAL007C	735	1.05755395683453	151.0666121088
YAL008W	124	0.192546583850932	27.5043745120556
YAL009W	50	0.060459492140266	8.63635428568272
YAL010C	75	0.0490516677567037	7.00680019057515
YAL011W	154	0.08	11.4276239908154
YAL012W	4611	3.74269480519481	534.626361826803
YAL013W	108	0.0853754940711463	12.1954880534393
YAL014C	85	0.104294478527607	14.8979760616458
YAL015C	59	0.0473135525260625	6.75851859921919
YAL016W	1118	0.571867007672634	81.6885142054449
YAL017W	326	0.0791646430305974	11.3082971740099
YAL018C	0	0	0
YAL019W	511	0.148417078129538	21.2006820334979
YAL020C	51	0.0486177311725453	6.94481438907988
YAL021C	569	0.222178836392034	31.7372025125632
YAL022C	298	0.186133666458463	26.5883194039895
YAL023C	2107	0.905457670820799	129.340372521745
YAL024C	151	0.0346727898966705	4.95284507064615
YAL025C	479	0.494834710743802	70.6848126498006
YAL026C	595	0.144592952612394	20.6544236772027
YAL027W	56	0.0672268907563025	9.60304537043308
YAL028W	26	0.0159118727050184	2.27293622828335
YAL029C	454	0.101725296885503	14.5309805395199
YAL030W	163	0.406483790523691	58.0642989558262
YAL031C	103	0.044206008583691	6.31462055286472
YAL032C	84	0.0707666385846672	10.1086817104938
YAL033W	147	0.258347978910369	36.903794522185
YAL034C	5	0.00387897595034911	0.554093482875066
YAL034W-A	48	0.0523446019629226	7.47718036476469
YAL035W	4279	1.40019633507853	200.01146538244
YAL036C	828	0.715643906655143	102.226368457164
YAL037C-A	0	0	0
YAL037W	2	0.00235017626321974	0.335711633102684
YAL038W	97760	63.0709677419355	9009.39130114605
YAL039C	121	0.141190198366394	20.1683562264974
YAL040C	113	0.0631284916201117	9.0176083167747
YAL041W	316	0.120980091883614	17.2814375052529
YAL042W	1164	0.898841698841699	128.395312020358
YAL043C	325	0.135135135135135	19.3034189034043
YAL044C	1213	2.16607142857143	309.413122787032
YAL044W-A	141	0.371052631578947	53.0031244310844
YAL046C	132	0.326732673267327	46.6722266951618
YAL047C	99	0.0516701461377871	7.38083752016389
YAL048C	115	0.056483300589391	8.068374011197
YAL049C	269	0.341370558375635	48.763179783143
YAL051W	180	0.05640864932623	8.05771042912397
YAL053W	575	0.239683201333889	34.2376187719823
YAL054C	8	0.00365463682046597	0.522047692590926
YAL055W	51	0.0864406779661017	12.3476445663471
YAL056W	112	0.041635687732342	5.94746230005261
YAL058W	136	0.0874035989717224	12.4851933061607
YAL059W	206	0.300291545189504	42.8952358255825
YAL060W	574	0.479933110367893	68.5561890753347
YAL061W	75	0.0576479631053036	8.23474057754758
YAL062W	25	0.0175932441942294	2.51311224287812
YAL063C	8	0.00199203187250996	0.284552390209546
YAL063C-A	2	0.00591715976331361	0.845238460859125
YAL064C-A	0	0	0
YAL064W	0	0	0
YAL064W-B	0	0	0
YAL065C	0	0	0
YAL067C	5	0.00273373428102788	0.390501093179858
YAL067W-A	0	0	0
YAL068C	0	0	0
YAR002C-A	990	1.4002828854314	200.02382869355
YAR002W	486	0.291541691661668	41.6453603744471
YAR003W	98	0.0737951807228916	10.5412947204434
YAR007C	748	0.391008886565604	55.8537816592387
YAR008W	94	0.107428571428571	15.3456665019521
YAR014C	327	0.150206706476803	21.4563220314459
YAR015W	1091	1.12706611570248	160.996097287959
YAR018C	100	0.0738007380073801	10.5420885524127
YAR019C	68	0.0228802153432032	3.26833122213764
YAR020C	3	0.013953488372093	1.99319023095617
YAR023C	2	0.00340715502555366	0.486696081380552
YAR027W	176	0.233112582781457	33.2990367944289
YAR028W	106	0.140957446808511	20.1351087604127
YAR029W	1	0.00367647058823529	0.525166543695559
YAR031W	73	0.0773305084745763	11.0462996733252
YAR033W	77	0.102393617021277	14.6264469297338
YAR035C-A	0	0	0
YAR035W	7	0.00331596399810516	0.473669871717833
YAR042W	441	0.122025456557831	17.4307629356308
YAR050W	5	0.0010727311735679	0.153234606184501
YAR064W	0	0	0
YAR066W	110	0.166919575113809	23.8436767638409
YAR068W	16	0.0300187617260788	4.28803902094385
YAR071W	7173	4.94348725017229	706.153918729485
YBL001C	488	1.34806629834254	192.564934651861
YBL002W	2641	5.96162528216704	851.590151234294
YBL003C	2643	5.92600896860987	846.502528243414
YBL004W	1561	0.207331650949661	29.6163518555963
YBL005W	160	0.0537273337810611	7.67469710598749
YBL006C	214	0.36271186440678	51.8116850431036
YBL007C	1871	0.494711792702274	70.6672543852973
YBL008W	167	0.0649805447470817	9.28216540110003
YBL008W-A	34	0.118466898954704	16.9224397076534
YBL009W	244	0.117420596727623	16.7729803522555
YBL010C	67	0.0752808988764045	10.7535225756268
YBL011W	332	0.142672969488612	20.3801631121116
YBL013W	25	0.019952114924182	2.85006583968859
YBL014C	84	0.0307467057101025	4.39202239764134
YBL015W	196	0.12039312039312	17.1975913866693
YBL016W	205	0.184851217312895	26.4051275712032
YBL017C	1413	0.295174430749948	42.1642800789172
YBL018C	116	0.258351893095768	36.9043536451721
YBL019W	40	0.0248447204968944	3.54895154994266
YBL020W	217	0.122460496613995	17.4929063629157
YBL021C	46	0.0954356846473029	13.6325389931926
YBL022C	1215	0.352276022035373	50.3209740100053
YBL023C	286	0.107761868877167	15.3932764759476
YBL024W	1588	0.755470980019029	107.915478695378
YBL025W	50	0.103092783505155	14.726319575793
YBL026W	327	0.976119402985075	139.434068843158
YBL027W	12655	20.5105348460292	2929.83350088672
YBL028C	333	0.904891304347826	129.259469733068
YBL029C-A	37	0.11144578313253	15.9195063125063
YBL029W	14	0.0118845500848896	1.69765212087665
YBL030C	2185	2.17629482071713	310.873486303929
YBL031W	55	0.0516917293233083	7.38392057677215
YBL032W	875	0.733445096395641	104.769184743959
YBL033C	160	0.147465437788018	21.0647446835306
YBL034C	269	0.0586184353889736	8.3733679819387
YBL035C	282	0.130254041570439	18.6061776293876
YBL036C	485	0.59074299634592	84.3848604681098
YBL037W	266	0.08512	12.1589919262276
YBL038W	195	0.261394101876676	37.3389188707942
YBL039C	2302	1.28819250139899	184.012244172195
YBL039W-B	18	0.079295154185022	11.326940079002
YBL040C	517	0.731258840169731	104.456888317743
YBL041W	1047	1.35446313065977	193.478692082531
YBL042C	359	0.182511438739197	26.0709011991784
YBL043W	0	0	0
YBL044W	2	0.00480769230769231	0.686756249448039
YBL045C	591	0.415904292751583	59.4099734216387
YBL046W	145	0.105608157319738	15.0856289026605
YBL047C	2147	0.512043882661579	73.1430619731713
YBL049W	4	0.00862068965517241	1.23142499901028
YBL050W	528	0.570194384449244	81.4495878395048
YBL051C	862	0.41966893865628	59.9477353948567
YBL052C	69	0.0271333071175777	3.8758653920874
YBL054W	205	0.126153846153846	18.0204839855165
YBL055C	152	0.116564417177914	16.6506791277218
YBL056W	761	0.523383768913342	74.7629114254685
YBL057C	210	0.311572700296736	44.5066958099263
YBL058W	919	0.696739954510993	99.5260277441179
YBL059C-A	108	0.286472148541114	40.9211999671107
YBL059W	75	0.119236883942766	17.0324284441803
YBL060W	91	0.0431075319753671	6.15770833233182
YBL061C	327	0.152946679139383	21.8477142481094
YBL063W	130	0.0384274312740171	5.48917794415459
YBL064C	218	0.261704681872749	37.3832837634716
YBL066C	85	0.024327418431597	3.47505738129403
YBL067C	263	0.114797031863815	16.3982164425166
YBL068W	464	0.45136186770428	64.4749213489583
YBL069W	241	0.180254300673149	25.7484796352515
YBL071C-B	15	0.102739726027397	14.675886974506
YBL071W-A	128	0.432432432432432	61.7709404908939
YBL072C	19816	30.4861538461538	4354.80378849995
YBL074C	59	0.052914798206278	7.55863021814021
YBL075C	6	0.00300450676014021	0.429179669159315
YBL076C	8429	2.58083282302511	368.659838558568
YBL078C	59	0.14713216957606	21.0171388858512
YBL079W	780	0.171202809482002	24.455516661644
YBL080C	54	0.0322773460848775	4.61066718099245
YBL081W	190	0.164644714038128	23.5187235512881
YBL082C	171	0.120084269662921	17.1534735114943
YBL084C	104	0.044750430292599	6.39238863513768
YBL085W	333	0.111371237458194	15.9088578133007
YBL086C	101	0.0697513812154696	9.96365696713011
YBL087C	7297	15.8286334056399	2261.0458856014
YBL088C	72	0.00856021876114612	1.22278701601876
YBL089W	116	0.0812894183601962	11.6118113431551
YBL090W	163	0.280550774526678	40.0753595202862
YBL091C	997	0.759329779131759	108.466690011833
YBL091C-A	91	0.158260869565217	22.6068213731347
YBL092W	12975	29.4886363636364	4212.31310456902
YBL093C	214	0.301408450704225	43.0547805287762
YBL095W	35	0.0406976744186047	5.81347150695549
YBL097W	153	0.0661764705882353	9.45299778652007
YBL098W	146	0.102097902097902	14.5842054428238
YBL099W	2531	1.50207715133531	214.564661133188
YBL100W-C	1	0.00598802395209581	0.855361077156839
YBL101C	246	0.0723316671567186	10.3322386861974
YBL102W	278	0.4	57.1381199540768
YBL103C	141	0.0935013262599469	13.3562249892653
YBL104C	203	0.0641592920353982	9.16485331121808
YBL105C	421	0.120182700542392	17.1675338999903
YBL106C	109	0.0353896103896104	5.05523950892401
YBL107C	68	0.106583072100313	15.2248908968543
YBL108C-A	0	0	0
YBL111C	7	0.00341296928327645	0.487526620768574
YBL112C	0	0	0
YBL113C	3	0.00123660346248969	0.176642992438407
YBR001C	163	0.0682008368200837	9.7421689879859
YBR002C	138	0.151982378854626	21.7099684847539
YBR003W	189	0.128658951667801	18.3783265339015
YBR004C	154	0.114158636026686	16.3070245977165
YBR005W	56	0.081277213352685	11.610067915197
YBR006W	104	0.0674886437378326	9.64043555357559
YBR007C	122	0.054030115146147	7.71794800088283
YBR008C	7	0.00413223140495868	0.590269834236331
YBR009C	3090	8.60724233983287	1229.50411321795
YBR010W	4387	9.57860262008734	1368.25836374746
YBR011C	8365	9.18221734357848	1311.63659005448
YBR013C	80	0.183066361556064	26.150169315367
YBR014C	267	0.4051593323217	57.8751063267774
