GeneID,Phi
Q0045,8.6
Q0050,8
Q0055,8.1
Q0060,6.75
Q0065,8
Q0070,7.7
Q0075,8.75
Q0080,24.85
Q0085,17
Q0105,10.85
Q0110,8.850000000000001
Q0115,9.55
Q0120,9.55
Q0130,29.15
Q0140,14.399999999999999
Q0160,0
Q0250,15.1
Q0255,10.45
Q0275,18.200000000000003
YAL001C,17.65
YAL002W,10.2
YAL003W,2695.55
YAL005C,3720.2
YAL007C,313.54999999999995
YAL008W,64.25
YAL009W,16.950000000000003
YAL010C,16.700000000000003
YAL011W,14.95
YAL012W,576.1500000000001
YAL013W,16.7
YAL014C,19.5
YAL015C,13.85
YAL016W,160.45
YAL017W,23.25
YAL018C,0.30000000000000004
YAL019W,29.4
YAL020C,6.25
YAL021C,55.849999999999994
YAL022C,44.400000000000006
YAL023C,216.75
YAL024C,12.75
YAL025C,71.6
YAL026C,42.55
YAL027W,19.9
YAL028W,3.5999999999999996
YAL029C,28.6
YAL030W,69.8
YAL031C,13.65
YAL032C,13.350000000000001
YAL033W,49.6
YAL034C,2.9
YAL034W-A,15.6
YAL035W,96.85
YAL036C,128.25
YAL037C-A,3
YAL037W,2.7
YAL038W,6295.05
YAL039C,26.75
YAL040C,17.05
YAL041W,34.2
YAL042W,154.25
YAL043C,31.6
YAL044C,436.25
YAL044W-A,58.099999999999994
YAL046C,47.4
YAL047C,16.75
YAL048C,13.45
YAL049C,81.95
YAL051W,23.15
YAL053W,66.15
YAL054C,1.0499999999999998
YAL055W,18.85
YAL056W,14
YAL058W,21.5
YAL059W,50.6
YAL060W,103.5
YAL061W,42.6
YAL062W,3.1
YAL063C,0.8
YAL063C-A,4
YAL064C-A,1.25
YAL064W,1.4
YAL064W-B,2.3
YAL065C,0.85
YAL067C,1.05
YAL067W-A,2.3
YAL068C,3.05
YAR002C-A,401.85
YAR002W,61.45
YAR003W,19.7
YAR007C,91.4
YAR008W,25.15
YAR014C,25.55
YAR015W,242.65
YAR018C,21.950000000000003
YAR019C,9.15
YAR020C,26.55
YAR023C,2.3499999999999996
YAR027W,93.95
YAR028W,35.900000000000006
YAR029W,2.95
YAR031W,28.15
YAR033W,28.85
YAR035C-A,0.95
YAR035W,1.55
YAR042W,28.5
YAR050W,0.5
YAR064W,0.5
YAR066W,33.45
YAR068W,9.2
YAR071W,336.54999999999995
YBL001C,264.6
YBL002W,1288
YBL003C,1210.25
YBL004W,52.65
YBL005W,35.2
YBL006C,48.85
YBL007C,106.05
YBL008W,15.4
YBL008W-A,17.2
YBL009W,27.4
YBL010C,19.549999999999997
YBL011W,34.3
YBL013W,4.5
YBL014C,9.15
YBL015W,21.9
YBL016W,26
YBL017C,73.25
YBL018C,79.75
YBL019W,8.35
YBL020W,36.8
YBL021C,23.7
YBL022C,86.1
YBL023C,31.799999999999997
YBL024W,157.64999999999998
YBL025W,25.35
YBL026W,268.7
YBL027W,2326.05
YBL028C,212.1
YBL029C-A,27.25
YBL029W,2.9
YBL030C,571.35
YBL031W,11.399999999999999
YBL032W,139.7
YBL033C,38.2
YBL034C,15.4
YBL035C,26.25
YBL036C,151.6
YBL037W,31.35
YBL038W,69.25
YBL039C,210.6
YBL039W-B,19.35
YBL040C,260.70000000000005
YBL041W,353.25
YBL042C,31.7
YBL043W,1
YBL044W,1
YBL045C,98.7
YBL046W,26.95
YBL047C,120.45
YBL049W,3.5
YBL050W,148.3
YBL051C,119.75
YBL052C,10.5
YBL054W,17.55
YBL055C,29.4
YBL056W,169.7
YBL057C,74.7
YBL058W,183.3
YBL059C-A,92.94999999999999
YBL059W,30
YBL060W,9.899999999999999
YBL061C,28.5
YBL063W,13.899999999999999
YBL064C,91.15
YBL066C,6.3
YBL067C,29.45
YBL068W,89.6
YBL069W,39.900000000000006
YBL071C-B,5.1
YBL071W-A,60.699999999999996
YBL072C,3060.85
YBL074C,13.4
YBL075C,1.95
YBL076C,582.3
YBL078C,53.55
YBL079W,49.400000000000006
YBL080C,12.5
YBL081W,22.549999999999997
YBL082C,31.85
YBL084C,15.25
YBL085W,27.4
YBL086C,17.2
YBL087C,1938.5
YBL088C,3.6500000000000004
YBL089W,21.049999999999997
YBL090W,78.1
YBL091C,131.45
YBL091C-A,43
YBL092W,3084.25
YBL093C,69.7
YBL095W,10.1
YBL097W,19.1
YBL098W,26.049999999999997
YBL099W,326.45000000000005
YBL100W-C,1.1
YBL101C,23.5
YBL102W,115.6
YBL103C,22.75
YBL104C,18.85
YBL105C,28.65
YBL106C,12.45
YBL107C,39.6
YBL108C-A,15.5
YBL111C,1.7000000000000002
YBL112C,0.44999999999999996
YBL113C,0.5
YBR001C,21.4
YBR002C,32
YBR003W,39.75
YBR004C,41.8
YBR005W,21.65
YBR006W,25.55
YBR007C,13.6
YBR008C,1.55
YBR009C,1808.85
YBR010W,1301.4499999999998
YBR011C,1662.3
YBR013C,64.5
YBR014C,118.65
YBR015C,116.15
YBR016W,159.39999999999998
YBR017C,83.4
YBR018C,0.85
YBR019C,0.6
YBR020W,0.05
YBR021W,7.6499999999999995
YBR022W,51.7
YBR023C,38.8
YBR024W,29.85
YBR025C,945.5999999999999
YBR026C,116.30000000000001
YBR028C,31.1
YBR029C,109.44999999999999
YBR030W,30.25
YBR031W,2354.95
YBR033W,0.45
YBR034C,143.75
YBR035C,223.45
YBR036C,162.35000000000002
YBR037C,50.55
YBR038W,54.099999999999994
YBR039W,219.65
YBR040W,0.8
YBR041W,78.05
YBR042C,66.4
YBR043C,9.05
YBR044C,13.35
YBR045C,1.4
YBR046C,98.05000000000001
YBR047W,44.349999999999994
YBR048W,1830.3000000000002
YBR049C,65.75
YBR050C,2
YBR052C,183.8
YBR053C,80.75
YBR054W,30.45
YBR055C,15.950000000000001
YBR056W,76.55
YBR056W-A,19
YBR057C,38.05
YBR058C,45.8
YBR058C-A,239.25
YBR059C,39.150000000000006
YBR060C,19.4
YBR061C,54.05
YBR062C,62.8
YBR063C,1.1
YBR065C,18.15
YBR066C,62.4
YBR067C,668.65
YBR068C,185.3
YBR069C,5.6
YBR070C,29.5
YBR071W,42.45
YBR072C-A,4.2
YBR072W,83
YBR073W,42.3
YBR074W,58.85
YBR076W,0.44999999999999996
YBR077C,85.65
YBR078W,1564.6999999999998
YBR079C,249.3
YBR080C,113
YBR081C,24.85
YBR082C,904.75
YBR083W,17.85
YBR084C-A,1991.4
YBR084W,99.55
YBR085C-A,207.95
YBR085W,34.8
YBR086C,148.2
YBR087W,70.1
YBR088C,295.6
YBR089C-A,198.89999999999998
YBR090C,191.8
YBR091C,82.5
YBR092C,168.05
YBR093C,92.1
YBR094W,42.15
YBR095C,28.1
YBR096W,268.65
YBR097W,15.35
YBR098W,8
YBR101C,170.95
YBR102C,23.1
YBR103W,26.450000000000003
YBR104W,44.45
YBR105C,30.5
YBR106W,1229.25
YBR107C,9.45
YBR108W,13.149999999999999
YBR109C,739.5
YBR110W,76.35
YBR111C,187.25
YBR111W-A,96.30000000000001
YBR112C,58.5
YBR114W,5.85
YBR115C,90.5
YBR117C,0.6499999999999999
YBR118W,7917.9
YBR119W,21.5
YBR120C,58.95
YBR121C,579.45
YBR122C,86.8
YBR123C,21.8
YBR125C,36.900000000000006
YBR126C,158.2
YBR126W-A,189.1
YBR127C,751.15
YBR128C,5.3
YBR129C,36.65
YBR130C,64.95
YBR131W,12.149999999999999
YBR132C,35.349999999999994
YBR133C,25.25
YBR135W,53.55
YBR136W,8.3
YBR137W,99.25
YBR138C,15.35
YBR139W,103.5
YBR140C,19.75
YBR141C,12.85
YBR142W,51.05
YBR143C,478.55
YBR145W,28.05
YBR146W,106.35
YBR147W,4.6
YBR148W,2.1500000000000004
YBR149W,252.55
YBR150C,14.6
YBR151W,61.1
YBR152W,11.25
YBR153W,16.7
YBR154C,234.45
YBR155W,61.95
YBR156C,10.600000000000001
YBR157C,23.450000000000003
YBR158W,60.5
YBR159W,304.45
YBR160W,67.6
YBR161W,24.35
YBR162C,772.9000000000001
YBR162W-A,305.65
YBR163W,10.25
YBR164C,226.25
YBR165W,37.8
YBR166C,65.6
YBR167C,28.75
YBR168W,12.25
YBR169C,37.8
YBR170C,63
YBR171W,160.25
YBR172C,34.900000000000006
YBR173C,195.95
YBR175W,24.75
YBR176W,42.05
YBR177C,90.6
YBR179C,28
YBR180W,0.55
YBR181C,2759.95
YBR182C,2.35
YBR182C-A,0.7
YBR183W,9.350000000000001
YBR184W,4.449999999999999
YBR185C,52.95
YBR186W,2.25
YBR187W,167.45
YBR188C,29.1
YBR189W,2768.75
YBR191W,2508.7
YBR192W,39.400000000000006
YBR193C,33.75
YBR194W,23.200000000000003
YBR195C,26.049999999999997
YBR196C,2441.25
YBR196C-A,1482.9
YBR196C-B,3.45
YBR197C,13.2
YBR198C,43
YBR199W,170.8
YBR200W,37.4
YBR200W-A,0
YBR201C-A,12.850000000000001
YBR201W,31.450000000000003
YBR202W,40.75
YBR203W,1.45
YBR204C,28.3
YBR205W,178.95
YBR207W,93.5
YBR208C,22.15
YBR210W,63.5
YBR211C,29.65
YBR212W,38.849999999999994
YBR213W,12.7
YBR214W,41.3
