GeneID,Phi
Q0045,7.56537887438103
Q0050,7.44395335765115
Q0055,6.79447487698239
Q0060,6.56265946897658
Q0065,7.42023633206461
Q0070,7.08649819099237
Q0075,8.87897901202985
Q0080,21.9037216812492
Q0085,15.8680848796872
Q0105,10.6829428028977
Q0110,7.86455261364389
Q0115,7.80637470360866
Q0120,8.59078816988013
Q0130,24.2767021088411
Q0140,11.8550216740863
Q0160,0
Q0250,14.0077276593147
Q0255,8.35473791437102
Q0275,16.6251187007518
YAL001C,17.45472212163
YAL002W,9.42514907783941
YAL003W,2791.65787486563
YAL005C,3785.5802082762
YAL007C,303.189035225971
YAL008W,60.5493453563504
YAL009W,17.8327049124104
YAL010C,16.1027283348205
YAL011W,15.9714776702205
YAL012W,591.119158945472
YAL013W,17.4873284141068
YAL014C,19.0153709406037
YAL015C,13.129420793605
YAL016W,158.158908428549
YAL017W,23.0657709673698
YAL018C,0.365795294648121
YAL019W,28.676807032754
YAL020C,5.7188206217628
YAL021C,54.8038290755025
YAL022C,43.247315857992
YAL023C,215.264321654979
YAL024C,12.9141277961306
YAL025C,67.7836063817218
YAL026C,40.6982452166216
YAL027W,19.0545828254578
YAL028W,3.44192328960518
YAL029C,27.8075730655929
YAL030W,77.6060715515932
YAL031C,14.3217492507617
YAL032C,13.898372189242
YAL033W,45.6869108488455
YAL034C,3.49052143069968
YAL034W-A,13.765524492347
YAL035W,93.1215950110837
YAL036C,123.143705501679
YAL037C-A,3.57085882870785
YAL037W,2.93725168048824
YAL038W,6502.51088927809
YAL039C,28.5835374153277
YAL040C,16.6174603592941
YAL041W,32.8718608484993
YAL042W,150.072580503803
YAL043C,30.6084219350571
YAL044C,438.322921223888
YAL044W-A,58.8721856890912
YAL046C,47.9502701627229
YAL047C,15.850811241211
YAL048C,13.3819513079768
YAL049C,80.7295051185663
YAL051W,21.8548645956328
YAL053W,64.8604307882219
YAL054C,0.685135088194287
YAL055W,15.8872956362002
YAL056W,13.4272256700297
YAL058W,21.6867711640676
YAL059W,51.0122689815407
YAL060W,100.840933895993
YAL061W,41.9802350384985
YAL062W,2.72651782487545
YAL063C,0.840254380759192
YAL063C-A,4.06739836997787
YAL064C-A,2.04406638559211
YAL064W,0.75289192171551
YAL064W-B,2.33607586924812
YAL065C,1.15188994474447
YAL067C,1.09331926958797
YAL067W-A,1.81789176734218
YAL068C,1.8289764732406
YAR002C-A,398.981602791763
YAR002W,60.9530821660958
YAR003W,17.2224027092423
YAR007C,88.1981597785916
YAR008W,23.8533369757684
YAR014C,25.0304573845116
YAR015W,245.957657442248
YAR018C,21.3065635646516
YAR019C,9.79823477392748
YAR020C,20.9268936007995
YAR023C,2.34204539872661
YAR027W,88.7275650682903
YAR028W,35.0675431516056
YAR029W,2.29742755523483
YAR031W,28.4647380148586
YAR033W,27.0900925768328
YAR035C-A,0.976406710974801
YAR035W,1.83533009433823
YAR042W,28.1499081433001
YAR050W,0.509466020401355
YAR064W,0
YAR066W,33.1889382789614
YAR068W,10.0828190191469
YAR071W,326.877549223377
YBL001C,249.960118009549
YBL002W,1324.28080579777
YBL003C,1211.97030312926
YBL004W,50.8452544470215
YBL005W,33.8680012145242
YBL006C,45.5435808237738
YBL007C,104.755892925737
YBL008W,14.1514385877002
YBL008W-A,17.8542941435392
YBL009W,28.267867051128
YBL010C,17.4129520411147
YBL011W,33.7290404189937
YBL013W,3.98978640079089
YBL014C,8.92061182501136
YBL015W,21.8024181556241
YBL016W,26.1455127945065
YBL017C,70.4138748978227
YBL018C,73.7632864950229
YBL019W,7.84036394998897
YBL020W,36.4642722942824
YBL021C,28.0038306483727
YBL022C,83.960219401004
YBL023C,31.9278372288007
YBL024W,152.746799040564
YBL025W,25.7690843308814
