# Created by: riboviz
# Date: 2026-03-12 10:31:02.958333
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
Position	Mean	SD	End
1	2.04759726183197	0.054820655125086	5'
2	4.11700067128729	0.0766813181174881	5'
3	1.94074713847759	0.0436995198371808	5'
4	1.64963506770595	0.0394909333458754	5'
5	1.52643033363406	0.0405485315056076	5'
6	1.87205777346406	0.0414425835581647	5'
7	1.11211352879053	0.0320550370063152	5'
8	1.30182701311362	0.0350315761569016	5'
9	1.26366625477277	0.0346935808687398	5'
10	1.21460242262024	0.0313354341347449	5'
11	1.25821471786693	0.0333306966422808	5'
12	1.24076979976826	0.0326547060659572	5'
13	1.25058256619876	0.0336686919304427	5'
14	1.27456932858444	0.0345409378353764	5'
15	1.2560341031046	0.0337014011518777	5'
16	1.22659580381308	0.0324802568849704	5'
17	1.27020809905977	0.0334288243065859	5'
18	1.21569273000141	0.0316516232752834	5'
19	1.20587996357091	0.0288168240842487	5'
20	1.28765301715845	0.0326983183612039	5'
21	1.27893055810911	0.0324911599587821	5'
22	1.30400762787595	0.0324475476635354	5'
23	1.31709131644996	0.0319896185634452	5'
24	1.3356265419298	0.0323494199992304	5'
25	1.35089084526614	0.0324039353682887	5'
26	1.395593447894	0.0339412687757345	5'
27	1.39014191098816	0.0324802568849704	5'
28	1.38032914455766	0.0327092214350155	5'
29	1.33017500502397	0.0321313585229969	5'
30	1.34543930836031	0.0299616468344742	5'
31	1.43702512837835	0.033592370413761	5'
32	1.45119912433352	0.0337995288161827	5'
33	1.36942607074598	0.0318696847515168	5'
34	1.44901850957119	0.0336686919304427	5'
35	1.41739959551734	0.0317388478657767	5'
36	1.4119480586115	0.0331126351660474	5'
37	1.38687098884466	0.0311282757323231	5'
38	1.36615514860248	0.0303214482702594	5'
39	1.43048328409135	0.032360323073042	5'
40	1.32690408288046	0.0301469990892727	5'
41	1.38687098884466	0.0338213349638061	5'
42	1.38469037408232	0.034322876359143	5'
43	1.33453623454863	0.0316189140538484	5'
44	1.30945916478179	0.030070677572591	5'
45	1.31382039430646	0.0303759636393178	5'
46	1.31491070168762	0.030234223679766	5'
47	1.2593050252481	0.0290457886342938	5'
48	1.28765301715845	0.0303214482702594	5'
49	1.28547240239611	0.0296890699891824	5'
