# Created by: riboviz
# Date: 2026-03-12 12:45:43.178622
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
Position	Mean	SD	End
1	2.27743683495849	0.051231525006514	5'
2	4.72881452875394	0.0780357033154894	5'
3	1.63461192186537	0.0357929233122271	5'
4	1.57194999756385	0.0361386442738907	5'
5	1.4617514410336	0.0340859260640135	5'
6	1.74481047839562	0.0372730411793491	5'
7	0.974608998489589	0.02492432057993	5'
8	1.18841580571838	0.0289001116390605	5'
9	1.14520068551044	0.0286948398180728	5'
10	1.12791463742726	0.0282950999561494	5'
11	1.0998248092921	0.0280466130149537	5'
12	1.0987444312869	0.0277116958333422	5'
13	1.08253876120892	0.026328811986688	5'
14	1.11711085737527	0.0282842961760974	5'
15	1.08253876120892	0.0282950999561494	5'
16	1.05931063409715	0.0257346040838289	5'
17	1.11062858934408	0.0261235401657003	5'
18	1.11495010136488	0.0265772989278837	5'
19	1.12575388141686	0.0275496391325624	5'
20	1.13979879548444	0.0261019326055964	5'
21	1.16572786760921	0.0270202539100151	5'
22	1.20678223180675	0.0276036580328223	5'
23	1.21758601185874	0.0277333033934461	5'
24	1.21650563385354	0.0268365896491314	5'
25	1.22514865789513	0.0265340838076758	5'
26	1.28456944818105	0.0280142016747977	5'
27	1.30725738629021	0.0286300171377609	5'
28	1.22838979191072	0.0260911288255444	5'
29	1.3159004103318	0.028565194457449	5'
30	1.33102570240458	0.0272579370711588	5'
31	1.38720535867491	0.0286624284779169	5'
32	1.31373965432141	0.0302397803655067	5'
33	1.34074910445137	0.0269770387898072	5'
34	1.37316044460732	0.0281438470354216	5'
35	1.34074910445137	0.0261451477258043	5'
36	1.29321247222263	0.0267825707488714	5'
37	1.33642759243058	0.0274307975519905	5'
38	1.34615099447736	0.0272255257310028	5'
39	1.30725738629021	0.0255077247027372	5'
40	1.3148200323266	0.0261667552859083	5'
41	1.31265927631621	0.0273335635315227	5'
42	1.35371364051375	0.0280033978947458	5'
43	1.32238267836299	0.0274848164522505	5'
44	1.25755999805108	0.0257346040838289	5'
45	1.26080113206668	0.0260803250454924	5'
46	1.26620302209267	0.0257346040838289	5'
47	1.23919357196271	0.024881105459722	5'
48	1.26188151007188	0.0276792844931862	5'
49	1.25539924204069	0.0256697814035169	5'
50	1.23271130393152	0.0252700415415935	5'
51	1.25864037605628	0.0251511999610217	5'
52	1.26728340009787	0.0254320982423733	5'
53	1.26836377810307	0.0284355490968252	5'
54	1.24027394996791	0.0251511999610217	5'
55	1.26296188807708	0.0250323583804498	5'
56	1.29537322823303	0.0281546508154736	5'
57	1.21650563385354	0.0247298525389942	5'
58	1.26188151007188	0.026361223326844	5'
59	1.28781058219664	0.02633961576674	5'
60	1.30401625227462	0.0266529253882476	5'
61	1.26080113206668	0.0272579370711588	5'
62	1.22298790188473	0.0256805851835689	5'
63	1.29105171621224	0.0257562116439328	5'
64	1.19057656172877	0.0239303728151473	5'
65	1.20786260981195	0.0249567319200859	5'
66	1.30401625227462	0.0285003717771371	5'
67	1.29861436224863	0.0277549109535501	5'
68	1.23919357196271	0.0254645095825292	5'
69	1.23055054792112	0.0255077247027372	5'
70	1.22947016991592	0.0251079848408137	5'
71	1.26728340009787	0.0264584573473119	5'
72	1.27376566812906	0.0263072044265841	5'
73	1.2435150839835	0.0266205140480916	5'
74	1.25431886403549	0.0268906085493913	5'
75	1.21326449983794	0.024913516799878	5'
76	1.19273731773917	0.0249999470402939	5'
77	1.23919357196271	0.0268149820890274	5'
78	1.27052453411346	0.027106684150431	5'
79	1.2445954619887	0.0259398759048166	5'
80	1.22838979191072	0.0255185284827892	5'
81	1.22947016991592	0.0250215546003978	5'
82	1.26620302209267	0.0262855968664801	5'
83	1.23487205994191	0.0255185284827892	5'
84	1.25539924204069	0.0253780793421133	5'
85	1.24891697400949	0.0266529253882476	5'
86	1.22730941390552	0.0258534456644007	5'
87	1.23703281595231	0.0253024528817494	5'
88	1.26512264408747	0.027128291710535	5'
89	1.19057656172877	0.0246866374187863	5'
90	1.20678223180675	0.0249459281400339	5'
91	1.20354109779116	0.0253996869022173	5'
92	1.20246071978596	0.025648173843413	5'
93	1.17869240367159	0.0248270865594621	5'
94	1.18193353768719	0.0252268264213856	5'
95	1.23055054792112	0.0298400405035832	5'
96	1.18625504970798	0.0239519803752513	5'
97	1.20029996377556	0.0246542260786303	5'
98	1.24891697400949	0.0257238003037769	5'
99	1.22082714587433	0.0259074645646606	5'
100	1.23163092592632	0.0267177480685595	5'
101	1.17761202566639	0.0246218147384744	5'
102	1.20678223180675	0.0256697814035169	5'
103	1.16464748960401	0.0252700415415935	5'
104	1.22947016991592	0.0270310576900671	5'
105	1.21110374382755	0.025626566283309	5'
106	1.18517467170278	0.0251079848408137	5'
107	1.23163092592632	0.0254320982423733	5'
108	1.22190752387953	0.0264584573473119	5'
109	1.19813920776516	0.026372027106896	5'
110	1.21218412183274	0.0266745329483516	5'
111	1.19057656172877	0.0264908686874678	5'
112	1.16464748960401	0.0266313178281436	5'
113	1.19381769574437	0.0254537058024772	5'
114	1.15600446556242	0.0251728075211256	5'
115	1.18949618372358	0.0247838714392542	5'
116	1.16356711159881	0.0254429020224253	5'
117	1.20029996377556	0.0265448875877278	5'
118	1.1711297576352	0.0244057391374347	5'
119	1.18085315968199	0.0245569920581625	5'
120	1.14195955149484	0.0242220748765509	5'
121	1.19921958577036	0.0260263061452325	5'
122	1.18949618372358	0.0268798047693393	5'
123	1.19597845175477	0.0267177480685595	5'
124	1.18733542771318	0.0265340838076758	5'
125	1.18841580571838	0.0253996869022173	5'
126	1.16788862361961	0.0249675357001379	5'
127	1.13871841747925	0.0253672755620614	5'
128	1.18409429369758	0.0290081494395804	5'
129	1.15924559957802	0.026372027106896	5'
130	1.20029996377556	0.0261667552859083	5'
131	1.1743708916508	0.0262855968664801	5'
132	1.11603047937008	0.0259290721247646	5'
133	1.13115577144286	0.0253564717820094	5'
134	1.13655766146885	0.0240384106156672	5'
135	1.18517467170278	0.0268581972092353	5'
136	1.19705882975997	0.0264368497872079	5'
137	1.18733542771318	0.0273119559714187	5'
138	1.16788862361961	0.0265124762475718	5'
139	1.13763803947405	0.0255833511631011	5'
140	1.15168295354163	0.0259074645646606	5'
141	1.14412030750524	0.0255185284827892	5'
142	1.13547728346365	0.0259614834649205	5'
143	1.13655766146885	0.0251403961809697	5'
144	1.14412030750524	0.0253888831221653	5'
145	1.13763803947405	0.0257129965237249	5'
146	1.12683425942206	0.0247622638791502	5'
147	1.15060257553643	0.0255833511631011	5'
148	1.16248673359361	0.0260371099252844	5'
149	1.16464748960401	0.0261019326055964	5'
150	1.14303992950004	0.0270418614701191	5'
151	1.13763803947405	0.0253672755620614	5'
